eid,country
bank-julius-baer-and-co-ltd,Singapore
citibank-na,Singapore
united-overseas-bank-ltd,Singapore
coutts-and-co-ltd-singapore-sgp,Singapore
cimb-bank-berhad,Singapore
krung-thai-bank-public-co-ltd-singapore-sgp,Singapore
bank-pictet-and-cie-asia-ltd-singapore-sgp,Singapore
credt-suisse-singapore-sgp,Singapore
bank-of-america-na,Singapore
hsbc-singapore-sgp,Singapore
hsbc-singapore-singapore-sgp,Singapore
chinatrust-commercial-bank,Singapore
mega-intl-commercial-bk-co-ltd-singapore-sgp,Singapore
credit-suisse-singapore-branch-sgp,Singapore
credit-suisse,Singapore
ubs-ag-singapore-sgp,Singapore
pt-bank-mandiri-persero-tbk-singapore-sgp,Singapore
dnb-asia-ltd,Singapore
hsbc-singapore-general-account,Singapore
barclays-bank-plc-singapore-sgp,Singapore
uco-bank,Singapore
efg-bank-singapore-sgp,Singapore
the-hongkong-shanghai-bnking-corp-singapore-sgp,Singapore
credit-suisse-ag-singapore-branch,Singapore
clariden-leu-singapore-singapore-sgp,Singapore
citibank,Singapore
ctbc-bank-co-ltd-singapore-sgp,Singapore
dbs-bank-singapore-sgp,Singapore
dnb-nor-bank-asa-singapore-sgp,Singapore
standard-chartered-bank-singapore-sgp,Singapore
united-overseas-bank-ltrd-singapore-sgp,Singapore
first-gulf-bank-singapore-sgp,Singapore
chinatrust-commercial-bank-singapore-sgp,Singapore
credit-suisse-singapore-branch-singapore-sgp,Singapore
societe-generale-bank-and-trust-singapore-sa-sgbt-singapore-singapore-sgp,Singapore
kbc-bank-nv-singapore-sgp,Singapore
oversea-chinese-banking-corp-ltd-singapore-sgp,Singapore
indian-bank-singapore-sgp,Singapore
dbs-bank-ltd-singapore-sgp,Singapore
credit-suisse-singapore-sgp,Singapore
united-overseas-bank-ltd-singapore-sgp,Singapore
credit-suisse-ag-singapore-branch-singapore-sgp,Singapore
uco-bank-singapore-singapore-sgp,Singapore
bank-of-singapore-limited-singapore-sgp,Singapore
united-overseas-bank-limited-singapore-sgp,Singapore
bank-julius-baer-and-co-ltd-singapore-sgp,Singapore
western-union-business-solutions-singapore-sgp,Singapore
dbs-bank-ltd-singapore-singapore-sgp,Singapore
icici-bank-limited-singapore-sgp,Singapore
rhb-bank-berhad-singapore-sgp,Singapore
royal-bank-of-scotland-singapore-sgp,Singapore
cimb-bank-berhad-singapore-sgp,Singapore
standard-chartered-bank,Singapore
deutsche-bank-ag,Singapore
united-overseas-bank-limited,Singapore
royal-bank-of-scotland,Singapore
china-construction-bank-singapore-singapore-sgp,Singapore
bsi-bank-limited-singapore-sgp,Singapore
lgt-bank-ltd-singapore-sgp,Singapore
citibank-na-singapore-sgp,Singapore
dnb-nor-bank-asa,Singapore
citi,Singapore
credit-suisse-singapore-branch,Singapore
northern-trust-company,Singapore
bank-of-america-nt-and-sa-singapore-sgp,Singapore
mega-intl-comml-bk-singapore-sgp,Singapore
rabobank-nederland-singapore-singapore-sgp,Singapore
oversea-chinese-banking-corp,Singapore
bnp-paribas-wealth-management,Singapore
bank-of-singapore-limited,Singapore
barclays-bank-plc,Singapore
standard-chartered-bank-singapore-limited-singapore-sgp,Singapore
state-bank-of-india-singapore-sgp,Singapore
mizuho-bank-ltd-singapore-branch-singapore-sgp,Singapore
dbs-bank-china-ltd-singapore-sgp,Singapore
bsi-bank-limited-singapore,Singapore
ceskoslovenska-obchodna-banka-as,Slovakia
ceskoslovenska-obchodna-banka-as-bratislava-slovakia-svk,Slovakia
gorenjska-banka-dd-kranj,Slovenia
banka-celje-dd,Slovenia
unicredit-banka-slovenia-svn,Slovenia
unicredit-banka-slovenija-dd,Slovenia
unicredit-banka-slovenija-dd-ljubljana-slovenia-svn,Slovenia
banka-koper-dd,Slovenia
nova-ljubljanska-banka-dd-ljubljana-slovenia-svn,Slovenia
gorenjska-banka-dd-kranj-slovenia-svn,Slovenia
banka-koper-dd-koper-slovenia-svn,Slovenia
citibank-south-africa-johannesburg-south-africa-zaf,South Africa
standard-chartered-bank-south-africa,South Africa
standard-bk-of-s-africa-ltd,South Africa
the-standard-bank-of-south-africa-limited-johannesburg-south-africa-zaf,South Africa
standard-bank-of-south-africa-ltd,South Africa
standard-chartered-bank-south-africa-south-africa-zaf,South Africa
standard-bank-of-south-africa-ltd-south-africa-zaf,South Africa
ing-bank-nv-spain-esp,Spain
banco-de-sabadell-sa,Spain
abanca-corporacion-bancaria-sa,Spain
ncg-banco-s-a-madrid-spain-esp,Spain
citibank-espana-sa-madrid-spain-esp,Spain
bankinter-s-a,Spain
ing-bank-nv-spanish-branch-madrid-spain-esp,Spain
banco-santander-sa,Spain
banco-bilbao-vizcaya-argentaria-sa-bilbao-spain-esp,Spain
banco-atlantico-spain-esp,Spain
banco-santander-sa-madrid-spain-esp,Spain
caixabank-spain-esp,Spain
pan-asia-bank-ltd-colombo-sri-lanka-lka,Sri Lanka
nations-trust-bank-plc,Sri Lanka
commercial-bank-of-ceylon-plc,Sri Lanka
nations-trust-bank-plc-colombo-sir-lanka-lka,Sri Lanka
de-surinaamsche-bank-n-v-paramaribo-suriname-sur,Suriname
rbtt-bank,Suriname
rbtt-bank-suriname-nv-paramaribo-suriname-sur,Suriname
lansforsakringar-bank-ab,Sweden
swenska-handelsbanken,Sweden
skandinaviska-enskilda-banken,Sweden
skandinaviska-enskilda-banken-sweden,Sweden
skandinaviska-enskilda-banken-sweden-swe,Sweden
skandinaviska-enskilda-banken-sweden-stockholm-sweden-swe,Sweden
skandinaviska-enskilda-banken-stockholm-sweden-swe,Sweden
nordea-bank-ab-stockholm-sweden-swe,Sweden
credt-suisse-singapore-credit-suisse-zurich-che,Switzerland
gazprombank-switzerland,Switzerland
bank-julius-baer-and-coltd-zurich,Switzerland
bank-vontobel-ag-zurich-switzerland-che,Switzerland
aig-private-bank,Switzerland
bank-of-china-suisse-sa-switzerland-che,Switzerland
bank-julius-baer,Switzerland
lf-finance,Switzerland
gonet-et-cie,Switzerland
russian-commercial-bank-ltd,Switzerland
credit-suisse-ag-winterthur-switzerland-che,Switzerland
slb-commercial-bank-ag-zurich-switzerland-che,Switzerland
bank-hapoalim-switzerland-ltd-zurich-switzerland-che,Switzerland
credit-suisse,Switzerland
banque-privee-edmond-de-rothschild-sa,Switzerland
bnp-paribas-suisse,Switzerland
rosbank-switzerland-sa,Switzerland
arzi-bank-a-g-zurich-switzerland-che,Switzerland
credit-agricole,Switzerland
deutsche-bank-ag-hong-kong-ubs-ag-switzerland-b-che,Switzerland
banque-de-commerce-et-de-placements-sa-switzerland-che,Switzerland
ing-belgium-brussels-geneva-branch-geneva-switzerland-che,Switzerland
gazprombank,Switzerland
efg-bank,Switzerland
pictet-and-cie,Switzerland
banque-privee-edmond-de-rothschild-switzerland-che,Switzerland
falcon-private-bank-ltd,Switzerland
lgt-bank,Switzerland
raifffeisen,Switzerland
bsi-ag,Switzerland
banque-de-commerce-et-de-placements,Switzerland
credit-suisse-ag-switzerland-che,Switzerland
postfinance-ag,Switzerland
ap-anlage-und-privatbank-ag,Switzerland
schroder-and-company-bank-ag-switzerland-che,Switzerland
ubs-agzurich-switzerland-che,Switzerland
morgan-stanley-ag-zurich,Switzerland
ap-anlage-und-private-bank-ag-switzerland-che,Switzerland
bankmed,Switzerland
banque-heritage-geneva-switzerland-che,Switzerland
sberbank,Switzerland
schweizerische-hypotheken-und,Switzerland
deutsche-bank,Switzerland
ubs-ag,Switzerland
ing-belgium-geneva-switzerland-che,Switzerland
societe-generale-private-banking,Switzerland
union-bancaire-privee,Switzerland
sg-private-banking-suisse-sa-switzerland-che,Switzerland
bank-julius-baer-and-co-ag-zurich-switzerland-che,Switzerland
reyl-et-cie-sa-geneva-switzerland-che,Switzerland
credit-suisse-ag-zurichswitzerland-che,Switzerland
hsbc-private-bank-suisse-sa-zurich-switzerland-che,Switzerland
coutts-co-ltd-switzerland-che,Switzerland
sg-private-banking,Switzerland
cbh-compagnie-bancaire-helvetique-sa,Switzerland
banque-de-commerce-et-de-placements-sa,Switzerland
schweizerische-hypotheken-und-handelsbank-switzerland-che,Switzerland
schweizerische-hypotheken-und-zurich-switzerland-che,Switzerland
lgt-bank-schweiz-ag-lugano-switzerland-che,Switzerland
barclays-bank,Switzerland
credit-suisse-ag-zurich-ch-che,Switzerland
edmund-de-rothschild-suisse-sa-geneva-switzerland-che,Switzerland
bank-j-safra-sarasin-ltd-switzerland-che,Switzerland
slb-commercial-bank-ag-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-s-a,Switzerland
credit-suisse-ag,Switzerland
sg-private-banking-suisse,Switzerland
hsbc-private-bank-suisse-sa-geneva-switzerland-che,Switzerland
ubs-switzerland-ag-zurich-switzerland-che,Switzerland
credit-agricole-suisse-sa-che,Switzerland
bnp-paribas-suisse-sa-geneva-switzerland-che,Switzerland
bank-julius-baer-co-ltd,Switzerland
banque-internationale-a-luxembourgsuisse-switzerland-che,Switzerland
barclays-bank-suisse-sa-che,Switzerland
efg-bank-ag,Switzerland
ing-belgium-brussels-geneva-branch,Switzerland
bank-hapoalim,Switzerland
credit-suisse-geneva-switzerland-che,Switzerland
compagnie-bancaire-switzerland-che,Switzerland
lombard-odier-darier-hentsch-and-cie,Switzerland
sg-private-banking-suisse-sa,Switzerland
merrill-lynch-bank-suisse-sa-switzerland-che,Switzerland
bank-julius-baer-and-co-ltd,Switzerland
zuercher-kantonalbank,Switzerland
coutts-bank-von-ernst-ltd,Switzerland
bancaire-privee-switzerland-che,Switzerland
hsbc-private-bank-suisse-sa-switzerland-che,Switzerland
the-royal-bank-of-canada-suisse-switzerland-che,Switzerland
bank-j-safra-sarasin,Switzerland
ing-belgium-brussels,Switzerland
barclays-bank-schweiz-sa-che,Switzerland
credit-suisse-first-boston-lausanne-switzerland-che,Switzerland
ubs-bank,Switzerland
sberbank-switzerland-ag,Switzerland
vp-bank,Switzerland
bank-cial,Switzerland
schweizerischehypotheken-und-handelsbank-zurich-switzerland-che,Switzerland
banca-arner-sa-lugano-switzerland-che,Switzerland
investec-bank,Switzerland
ing-belgium-brussels-geneva-switzerland-che,Switzerland
privatbank-ihag-zurich-switzerland-che,Switzerland
dresdner-bank,Switzerland
lombard-odier-darier-hentsch-switzerland-che,Switzerland
union-bancaire-privee-geneva-switzerland-che,Switzerland
sgpb-suisse,Switzerland
raiffeisen-schweiz-genossenschaft,Switzerland
pictet-and-cie-geneva-switzerland-che,Switzerland
ubs-switzerland-ag,Switzerland
schroder-co-bank-ag,Switzerland
bank-julius-baer-and-co-ltd-zurich-switzerland-che,Switzerland
credit-agricole-suisse-s-a-geneva-switzerland-che,Switzerland
gazprombank-switzerland-ltd,Switzerland
efg-bankzurich-switzerland-che,Switzerland
t-bank-julius-baer-and-co-ag-zurich-switzerland-che,Switzerland
bank-of-china-suisse-sa-geneva-switzerland-che,Switzerland
banque-de-commerce-et-de,Switzerland
efg-bank-switzerland-che,Switzerland
banque-privee-edmond-de-rothschild,Switzerland
credit-suisse-switzerland-ltd,Switzerland
hsbc-private-bk,Switzerland
bank-julius-baer-and-coltd,Switzerland
bsi-sa-zurich-switzerland-che,Switzerland
bsi-sa,Switzerland
societe-generale-zurich,Switzerland
credit-agricole-suisse-sa-geneva-switzerland-che,Switzerland
bank-sarasin-and-cie-basle-switzerland-che,Switzerland
e-gutzwiller-cie-banquiers-switzerland-che,Switzerland
banque-cantonale-de-geneve-geneva-switzerland-che,Switzerland
clariden-leu-ag-zurich-switzerland-che,Switzerland
bnp-paribas,Switzerland
schweizerische-hypotheken-und-handelsbank-zurich-switzerland-che,Switzerland
banque-du-gothard-switzerland-che,Switzerland
bank-cial-switzerland-che,Switzerland
zuercher-kantonalbank-switzerland-che,Switzerland
coutts-and-co-ltd-switzerland-che,Switzerland
union-bancaire-privee-switzerland-che,Switzerland
societe-generale-private-banking-suisse-sa-switzerland-che,Switzerland
bank-cial-switzerland-basle-switzerland-che,Switzerland
privatbank-ihag-zuerich-switzerland-che,Switzerland
credit-suisse-ag-geneva-switzerland-che,Switzerland
investec-bank-switzerland-ag-zurich-switzerland-che,Switzerland
credit-suisse-switzerland-ltd-switzerland-che,Switzerland
credit-agricole-suisse-sa-switzerland-che,Switzerland
efg-bank-zurich-switzerland-che,Switzerland
sg-private-banking-suisse-sazurich-switzerland-che,Switzerland
habib-bank-a-g-zurich-zurich-switzerland-che,Switzerland
credit-suisse-ag-lausanne-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-s-a-geneva-switzerland-che,Switzerland
messrs-bordier-and-cie-geneva-switzerland-che,Switzerland
societe-generale-private-banking-sgpb-suisse-switzerland-che,Switzerland
credit-suisse-ag-zurich-switzerland-che,Switzerland
cbh-compagnie-bancaire-helvetique-sa-switzerland-che,Switzerland
bank-cial-basle-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-s-a-geneva-che,Switzerland
bank-julius-baer-co-ltd-switzerland-che,Switzerland
credit-suisse-nassau-br-private-bkg-zurich-switzerland-che,Switzerland
rosbank-switzerland-sa-geneva-switzerland-che,Switzerland
coutts-bank-von-ernst-ltd-switzerland-che,Switzerland
russian-commercial-bank-ltd-zurich-switzerland-che,Switzerland
falcon-private-bank-ltd-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-sa-geneva-switzerland-che,Switzerland
ubs-ag-zurich-switzerland-che,Switzerland
banque-pictet-and-cie-sa-geneva-switzerland-che,Switzerland
falcon-private-bank-switzerland-che,Switzerland
societe-generale-private-banking-suisse-che,Switzerland
gazprombank-switzerland-ltd-switzerland-che,Switzerland
banque-de-commerce-et-de-geneva-switzerland-che,Switzerland
efg-bank-ag-zurich-switzerland-che,Switzerland
credit-suisse-switzerland-ltd-zurich-switzerland-che,Switzerland
bank-julius-baer-switzerland-che,Switzerland
sg-private-banking-suisse-sa-zurich-switzerland-che,Switzerland
bsi-sa-lugano-switzerland-che,Switzerland
lf-finance-suisse-s-a-geneva-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-geneva-switzerland-che,Switzerland
vp-bank-schweiz-ag-zurich-switzerland-che,Switzerland
bank-morgan-stanley-ag-zurich-switzerland-che,Switzerland
banque-privee-edmond-de-rothschild-suisse-sa-switzerland-che,Switzerland
credit-suisse-ag-zurich-che,Switzerland
credit-suisse-zurich-switzerland-che,Switzerland
ubs-ag-switzerland-che,Switzerland
societe-generale-private-banking-suisse-switzerland-che,Switzerland
credit-suisse-switzerland-che,Switzerland
lombard-odier-darier-hentsche-switzerland-che,Switzerland
banque-de-commerce-et-de-placements-s-ageneva-switzerland-che,Switzerland
ctbc-bank-co-ltd,Taiwan
cathay-united-bank,Taiwan
scsb-savings-department-branch,Taiwan
taiwan-cooperative-bank-ltd-chihkan-branch-tainan-taiwan-twn,Taiwan
intl-commercial-bank-of-china-keelung-taiwan-twn,Taiwan
hua-nan-commercial-bank-ltd-taipei-taiwan-twn,Taiwan
chang-hwa-commercial-bank-ltd-taipei-taiwan-twn,Taiwan
bank-sinopac-taipei-taiwan-twn,Taiwan
ctbc-bank-co-ltd-taipei-taiwan-twn,Taiwan
bank-of-taiwan-taipei-taiwan-twn,Taiwan
ta-chong-bank-limited-taipei-taiwan-twn,Taiwan
citibank-taiwan-limited-taipei-taiwan-twn,Taiwan
chang-hwa-commercial-bank-ltd-tainan-taiwan-twn,Taiwan
chinatrust-commercial-bank-kaohsiung-taiwan-twn,Taiwan
citibank-taiwan-ltd-taipei-taiwan-twn,Taiwan
bank-of-taiwan,Taiwan
hua-nan-commercial-bank-ltd-tainan-taiwan-twn,Taiwan
hua-nan-commercial-bank-taiwan-twn,Taiwan
mega-international-commercial-bank-co-ltd-taipei-taiwan-twn,Taiwan
the-shanghai-commercial-and-savings-bank-ltd,Taiwan
taiwan-shin-kong-commercial-bank-co-ltd,Taiwan
taishin-international-bank,Taiwan
shanghai-commercial-savings-bank,Taiwan
taipei-fubon-commercial-bank-co-ltd-taipei-taiwan-twn,Taiwan
hua-nan-commercial-bank-ltd-tainan-branch-taiwan-twn,Taiwan
shanghai-commercial-and-savings-bank-ltd-taiwan-twn,Taiwan
bnp-paribas-taipei,Taiwan
entie-commercial-bank,Taiwan
shanghai-commercial-and-savings-bank-ltd,Taiwan
citibank-na-taipei-taiwan-twn,Taiwan
bangkok-bank-public-company,Taiwan
shin-kong-bank,Taiwan
taiwan-cooperative-bank-ltd-tainan-taiwan-twn,Taiwan
citibank-taiwan-limited-taiwan-twn,Taiwan
taishin-international-bank-taipei-taiwan-twn,Taiwan
scsb-savings-department-branch-taipei-taiwan-twn,Taiwan
cathay-united-bank-taipei-city-taiwan-twn,Taiwan
bank-of-taiwan-teipei-taiwan-twn,Taiwan
e-sun-bank-taipei-taiwan-twn,Taiwan
dbs-banktaiwan-ltd-taipei-taiwan-twn,Taiwan
mega-international-comml-bank-co-ltd-taipei-taiwan-twn,Taiwan
bangkok-bank-public-company-taipei-taiwan-twn,Taiwan
the-bank-of-taiwan-taipei-taiwan-twn,Taiwan
scsb-savings-bank-taipei-taiwan-twn,Taiwan
bank-of-taiwan-taiwan-twn,Taiwan
kgi-bank-taipei-taiwan-twn,Taiwan
first-commercial-bank-taipei-taiwan-twn,Taiwan
hua-nan-commercial-bank-taipei-taiwan-twn,Taiwan
shanghai-commercial-and-savings-bank-ltd-taipei-taiwan-twn,Taiwan
exim-bank,"Tanzania, United Republic of"
fbme-bank-limited,"Tanzania, United Republic of"
international-commercial-bank,"Tanzania, United Republic of"
fbme-bank-ltd,"Tanzania, United Republic of"
international-commercial-bank-tanzania-ltd-tza,"Tanzania, United Republic of"
exim-bank-tanzania-ltd-tza,"Tanzania, United Republic of"
kasikornbank-public-company-limited-bangkok-thailand-tha,Thailand
kasikornbank-public-co-ltd-thailand-tha,Thailand
bangkok-bank-public-company-limited,Thailand
kasikornbank-public-co-ltd,Thailand
export-import-bank-of-thailand-bangkok-thailand-tha,Thailand
krung-thai-bank-public-company-ltd-bangkok-thailand-tha,Thailand
bangkok-bank-public-company-limited-bangkok-thailand-tha,Thailand
kasikornbank-public-co-ltd-bangkok-thailand-tha,Thailand
bangkok-bank-ltd-bangkok-thailand-tha,Thailand
diamondbank-togo,Togo
denizbank,Turkey
akbank-t-a-s-turkey-tur,Turkey
finansbank-as,Turkey
turk-ekonomi-bank-as,Turkey
hsbc-turkey-trade-services,Turkey
kuwait-turkish-participation-bk-inc,Turkey
t-c-ziraat-bankasi-as,Turkey
turkiye-is-bankasi-as,Turkey
denizbank-a-s,Turkey
arab-turkish-bank,Turkey
turkiye-finans-katilim-bankasi-as,Turkey
turkiye-vakiflar-bankasi-tao,Turkey
asya-katilim-bankasi-a-s,Turkey
kuwait-turkish-participation-bank-inc,Turkey
kuwait-turkishparticipation-bk-istanbul-turkey-tur,Turkey
aktif-yatirim-bankasi-as-istanbul-turkey-tur,Turkey
albaraka-turk-participation-bank-istanbul-turkey-tur,Turkey
denizbank-as-istanbul-turkey-tur,Turkey
turkiye-garanti-bankasi-a-s-istanbul-turkey-tur,Turkey
turkiye-vakiflar-bankasi-tao-ankara-turkey-tur,Turkey
turkiye-garanti-bankasi-as-istanbul-turkey-tur,Turkey
asya-katilim-bankasi-a-s-istanbul-turkey-tur,Turkey
finansbank-as-turkey-tur,Turkey
turkiye-cumhuriyeti-ziraat-bankasi-as-anikara-turkey-tur,Turkey
turkiye-is-bankasi-as-turkey-tur,Turkey
turkiye-vakiflar-bankasi-tao-istanbul-turkey-tur,Turkey
yapi-ve-kredi-bankasi-as-istanbul-turkey-tur,Turkey
vakifbank-turkey-tur,Turkey
kuwait-turkish-participation-bk-inc-istanbul-turkey-tur,Turkey
kuveyt-turk-katilim-bankasi-as-turkey-tur,Turkey
turk-ekonomi-bankasi-istanbul-turkey-tur,Turkey
arab-turkish-bank-istanbul-turkey-tur,Turkey
turkiye-garanti-bankasi-as-turkey-tur,Turkey
turkiye-halk-bankasi-a-s-turkey-tur,Turkey
aktif-investment-bank-as-istanbul-turkey-tur,Turkey
kuwait-turkish-participation-bank-inc-istanbul-turkey-tur,Turkey
denizbank-istanbul-turkey-tur,Turkey
akbank-tas-istanbul-turkey-tur,Turkey
turkiye-finans-katilim-bankasi-as-turkey-tur,Turkey
eurobank-tekfen-as-istanbul-turkey-tur,Turkey
asya-katilim-bankasi-as-istanbul-turkey-tur,Turkey
akbank-tas-turkey-tur,Turkey
ing-bank-as-istanbul-turkey-tur,Turkey
t-c-ziraat-bankasi-as-turkey-tur,Turkey
turk-ekonomi-bankasi-a-s-turkey-tur,Turkey
turkiye-finans-katilim-bankasi-as-istanbul-turkey-tur,Turkey
sekerbank-t-a-s-istanbul-turkey-tur,Turkey
anadolubank-as-istanbul-turkey-tur,Turkey
kuwait-turkish-participation-bk-istanbul-turkey-tur,Turkey
finansbank-as-istanbul-turkey-tur,Turkey
turkiye-cummuriyeti-ziraat-bankasi-ankara-turkey-tur,Turkey
denizbank-as-turkey-tur,Turkey
turk-ekonomi-bank-as-istanbul-turkey-tur,Turkey
turkiye-is-bankasi-istanbul-turkey-tur,Turkey
turkiye-garanti-bankasi-as-istanbul-besiktas-tur,Turkey
turkiye-is-bankasi,Turkey
akbank-tas,Turkey
yapi-ve-kredi-bankasi-as,Turkey
yapi-ve-kredibankasi-as-istanbul-turkey-tur,Turkey
anadolubank-as,Turkey
albarakaturk-participation-bank-istanbul-turkey-tur,Turkey
asya-katilim-bankasi-as,Turkey
albaraka-turk-participation-bank,Turkey
ing-bank-as,Turkey
turkiye-garanti-bankasi-as,Turkey
state-bank-for-foreign-economic-affairs-of-turkmenistan,Turkmenistan
national-bank-of-pakistan,Turkmenistan
state-bank-for-foreign-economic-aff,Turkmenistan
national-bank-of-pakistan-ashgabat-turkmenistan-tkm,Turkmenistan
ukrsotsbank-ukraine-ukr,Ukraine
international-invest-bank,Ukraine
active-bank,Ukraine
joint-stock-company-otp-bk-kiev-ukraine-ukr,Ukraine
privatbank-ukraine-ukr,Ukraine
first-investment-bank,Ukraine
central-branch-of-jsc-kredobank,Ukraine
first-ukranian-international-bank,Ukraine
joint-stock-bank-big-energy,Ukraine
ukrsotzbank-commercial-bk-for-social-develop-kiev-ukraine-ukr,Ukraine
as-privatbank-ukraine-ukr,Ukraine
jscb-national-standart,Ukraine
ukrsibbank-ukraine-ukr,Ukraine
credit-dnepr-bank,Ukraine
public-joint-stock-company-fidobank,Ukraine
jsb-trust-capital,Ukraine
express-bank,Ukraine
kievskaya-rus-bank-kiev-ukraine-ukr,Ukraine
jsc-kredobank,Ukraine
privatbank-kiev-ukraine-ukr,Ukraine
fidobank,Ukraine
ukreximbank-state-export-import-bank-of-ukraine-ukr,Ukraine
raiffeisen-bank-aval-public-joint-stock-company-kiev-ukraine-ukr,Ukraine
union-bank,Ukraine
sb-sberbank-of-russia-cjsc,Ukraine
porto-franco-commercial-bank-odessa-ukraine-ukr,Ukraine
ukreximbank,Ukraine
raiffeisen-bank-aval-kiev-ukraine-ukr,Ukraine
first-ukranian-intl-bank-donetsk-ukraine-ukr,Ukraine
ukrgasbank-kiev-ukraine-ukr,Ukraine
pjsc-credit-europe-bank-kiev-ukraine-ukr,Ukraine
otp-bk-kiev-ukraine-ukr,Ukraine
ukrsotzbank-kiev-ukraine-ukr,Ukraine
donghorbank-joint-stock-company-donetsk-ukraine-ukr,Ukraine
jsc-kredobank-lviv-ukraine-ukr,Ukraine
ukrgasbank-ukraine-ukr,Ukraine
public-joint-stock-company-fidobank-kyiv-ukraine-ukr,Ukraine
first-ukrainian-intl-bank-donetsk-ukraine-ukr,Ukraine
ing-bank-ukraine-kiev-ukraine-ukr,Ukraine
pivdenniy-bank-ukraine-ukr,Ukraine
prominvest-bank-ukraine-ukr,Ukraine
pivdenny-bank-odessa-ukraine-ukr,Ukraine
swedbank-kiev-ukraine-ukr,Ukraine
vtb-bank-kyiv-ukraine-ukr,Ukraine
credit-dnepr-bank-dnepropetrovsk-ukraine-ukr,Ukraine
sberbank-of-russia-kiev-ukraine-ukr,Ukraine
closed-joint-stock-company-otp-bk-kiev-ukraine-ukr,Ukraine
pjsc-bank-vostok-dnepropetrovsk-ukraine-ukr,Ukraine
sberbank-pjsc-kiev-ukraine-ukr,Ukraine
fidobank-kyiv-ukraine-ukr,Ukraine
privatbank-dnepropetrovsk-ukraine-ukr,Ukraine
pjsc-credit-agricole-bank-kiev-ukraine-ukr,Ukraine
international-invest-bank-kiev-ukraine-ukr,Ukraine
kredobank-lviv-ukraine-ukr,Ukraine
nadra-bank-kiev-ukraine-ukr,Ukraine
open-joint-stock-company-vtb-bank-kiev-ukraine-ukr,Ukraine
vtb-bank-kiev-ukraine-ukr,Ukraine
nadra-bank-ukraine-ukr,Ukraine
sb-sberbank-of-russia-cjsc-kiev-ukraine-ukr,Ukraine
first-ukrainian-intl-bank-ukraine-ukr,Ukraine
prominvestbank-kiev-ukraine-ukr,Ukraine
forum-bank-ukraine-ukr,Ukraine
commercial-bank-khreschatyk-ukraine-ukr,Ukraine
nadra-bank,Ukraine
pivdenny-bank,Ukraine
bank-aval-joint-stock-post-kiev-ukraine-ukr,Ukraine
ing-bank-ukraine,Ukraine
business-standart-jsb,Ukraine
kredobank,Ukraine
privat-bank-ukraine-ukr,Ukraine
first-ukrainian-international-bank,Ukraine
vtb-bank,Ukraine
open-joint-stock-company-vtb-bank,Ukraine
commercial-innovation-bank-ukrsibbank-kiev-ukraine-ukr,Ukraine
state-export-import-bank-of-ukraine-kiev-ukraine-ukr,Ukraine
pjsc-bank-vostok,Ukraine
bm-bank,Ukraine
joint-stock-company-vtb-bank-kiev-ukraine-ukr,Ukraine
emirates-nbd-bank-pjsc-dubai-are,United Arab Emirates
emirates-bank-international-limited,United Arab Emirates
habib-bank-a-g-dubai-united-arab-emirates-are,United Arab Emirates
hsbc-bank-uae-are,United Arab Emirates
abn-amro-bank-nv-uae-dubai-uae-are,United Arab Emirates
hsbc-bank-middle-east-abu-dhabi-united-arab-emirates-are,United Arab Emirates
bank-of-baroda-ras-al-khaimah-uae-are,United Arab Emirates
abn-amro-bank-nv-uae-are,United Arab Emirates
abu-dhabi-commercial-bank,United Arab Emirates
standard-chartered-bank-dubai-are,United Arab Emirates
noor-islamic-bank,United Arab Emirates
the-national-bank-of-rasras-al-khaimah-uae-are,United Arab Emirates
mashreqbank-psc,United Arab Emirates
bank-of-baroda-dubai-uae-are,United Arab Emirates
idbi-bank-ltd-dubai-uae-are,United Arab Emirates
standard-chartered-bank-uae-are,United Arab Emirates
barclays-bank,United Arab Emirates
united-arab-bank-sharjah-uae-are,United Arab Emirates
the-national-bank-of-ras-al-khaimah,United Arab Emirates
national-bk-of-ras-al-khaimah-psc,United Arab Emirates
bank-of-baroda,United Arab Emirates
mashreq-bank-psc-dubai-uae-are,United Arab Emirates
standard-chartered-bank,United Arab Emirates
emirates-nbd-bank-pjsc,United Arab Emirates
national-bank-of-ras-al-khaimah-ras-al-khaimah-united-arab-emirates-are,United Arab Emirates
bank-of-baroda-uae-are,United Arab Emirates
sharjah-islamic-bank,United Arab Emirates
credit-europe-bank-dubai-ltd-dubai-uae-are,United Arab Emirates
emirates-bank-international-ltd-united-arab-emirates-are,United Arab Emirates
mashreqbank-psc-uae-are,United Arab Emirates
bnp-paribas-abu-dhabi-uae-are,United Arab Emirates
hsbc-bank-middle-east-limited-dubai-uae-are,United Arab Emirates
sharjah-islamic-bank-uae-are,United Arab Emirates
banque-misr,United Arab Emirates
barclays-dubai-are,United Arab Emirates
united-arab-bank-uae-are,United Arab Emirates
alfa-exchange,United Arab Emirates
dubai-islamic-bank,United Arab Emirates
mashreqbank-psc-dubai-uae-are,United Arab Emirates
first-gulf-bank,United Arab Emirates
thomas-cook-al-rostamani-exchange-company,United Arab Emirates
the-national-bank-of-ras-al-khaimah-uae-are,United Arab Emirates
